,n,density,m,min deg,max deg,avg deg,nst1,nst2,hit rate,K,time
355,140,0.07142857142857142,714,3,22,10.2,1280354854041563673867067169693619319808428921904016462878389431492524700436052898541460627452368571583994593555786934924331670568960,1053776073481750953499386237655421328643426302695677388758588349626817144944261615288735261882917829363927456204922458619065030148096,0.9942857142857143,23451,25.362622261047363
356,30,0.3333333333333333,154,6,14,10.266666666666667,3497246003401348359296909312,2759961681171769335090249728,0.9866666666666667,185,0.09032368659973145
357,40,0.25,197,5,17,9.85,1660169372635582811193679629749583872,1326661057329479260849075553470251008,0.985,6436,2.2216875553131104
358,50,0.2,231,4,17,9.24,94095478528904646896205666247687621381718016,72615054247224254174125106684120049102356480,0.976,2786,1.2821383476257324
359,60,0.16666666666666666,284,4,16,9.466666666666667,364100131521272229169186428327839711852828585346727936,288482626037908298192170330540682156152759487236669440,0.9933333333333334,520,0.29280853271484375
360,70,0.14285714285714285,341,2,18,9.742857142857142,4116627812234023215162093784600377432243640517374565415634599936,3419652358488406679177214930136648063467507991625562533499240448,0.9828571428571429,697,0.4041590690612793
361,80,0.125,402,3,19,10.05,447463893398352951922797094812516796871596126185627780238408374078668800000,325487403966047839784981449971487965089916486364672770973864480121739542528,0.9875,1350,0.7905592918395996
362,90,0.1111111111111111,416,4,18,9.244444444444444,501939865364121070676375122915333576412632420466718728323075685704401950347362304,437742261540885091959831105025005354148549216063751393799319367883255356720152576,0.9866666666666667,774,0.6100330352783203
363,100,0.1,485,4,19,9.7,37235662208310765401882936086507274944912883598352564202732543723037004017589430081082621952,30264282980200371810754732467557061989911937187014978952863949406736932466640654908646227968,0.994,892,0.8866055011749268
364,110,0.09090909090909091,549,4,16,9.981818181818182,5826786379632459862221045651948138084208818430251833202695932159530429327010366153517270848428344082432,4757565215087120879495470470581046608635015612628017065518328430549586728223735560994741166424717262848,0.9836363636363636,1624,1.629817008972168
365,120,0.08333333333333333,600,3,18,10.0,17027533345739623056072660175941604015502632749998483238700673076451269663912435514348675175312016145896269938688,13960436031451581527385301635168630385588657907356224743443656549228784418432270151278472027630235370285418151936,0.9916666666666666,100000,92.10723280906677
366,130,0.07692307692307693,635,3,18,9.76923076923077,469259940479520747054823489931437973114930678789049946246215909507054646829406377086089803828094486089119938602090889216,369312395357509180368894089963891304971551800794458288141165252444641461689135536047000860686347611122548413249917812736,0.9861538461538462,23203,24.8695285320282
367,140,0.07142857142857142,656,3,17,9.371428571428572,5242252177746834895183350630137909216080913291893529193968439317890706485856997166327453369762375270210209326474651522857697280,3866874845752468559263123407377378702824212963710824446226978081588296472059793390108862011865323425415421290977373166136983552,0.9942857142857143,63371,71.97017216682434
368,30,0.3333333333333333,136,6,15,9.066666666666666,79885931271800369354637312,61908661097522368402685952,0.9866666666666667,23856,5.586618185043335
369,40,0.25,197,6,16,9.85,2296464146229422158422383303287898112,1863162310926427213216878855794458624,0.9949999999999999,848,0.2704911231994629
370,50,0.2,206,3,13,8.24,479451854045855784569856882810097875550208,361461651955705333992714402194483138527232,0.9879999999999999,51585,24.232651948928833
371,60,0.16666666666666666,315,5,18,10.5,572496787628855174999830225697728226569799904255467847680,482352162793178678990219547666608730779580003714286485504,0.99,3163,1.5486783981323242
372,70,0.14285714285714285,303,4,17,8.657142857142857,501734815394232168289301229299260249759926862367488852623360,426253559693529495133689540931765635415744650488805345722368,0.9885714285714287,3164,2.1163556575775146
373,80,0.125,387,2,16,9.675,6505608494618428102375420567077376508048235527760102634091144825693798400,4970529498632997139024981385750686649968442811984207707045407293570023424,0.985,1051,0.8553321361541748
374,90,0.1111111111111111,429,2,19,9.533333333333333,1877611534968703138612536698499740748862456767956145511651701669403920848706863104,1457808899335555909324882468671948953907117150963828812562899616567276360305737728,0.9866666666666667,1789,1.3299932479858398
375,100,0.1,539,3,19,10.78,2854702907534608571255307607054722875310082646537352483575462501837521589017075998082458980450304,2487633468430594873327541405792869977333891121639735768033184380953272537771199586548075374575616,0.99,1602,1.9190771579742432
376,110,0.09090909090909091,531,3,21,9.654545454545454,52419516562053031238869241171692963021059085302152742776384544809030984183553981242079491327852019712,40161675446450433969132245944310063225608342893243566074991371851083405220491265301548923828538703872,0.9927272727272728,1176,1.4151067733764648
377,120,0.08333333333333333,588,3,20,9.8,560457541210380337417124711418242118289579861053246465536306038437348450917332402724413445187672907796497563648,438809974442049082372752285605251704209376181439217190776502180407407825084324697942735086464246977080552587264,0.9916666666666666,1935,2.0085737705230713
378,130,0.07692307692307693,618,3,19,9.507692307692308,9842421842929144954431904202455982544869541141451152343427289550846533620572171743019147424222429238689076313895993344,7878504900355631490395986865886681303258806974136811133037145358970559746964074370300983801248532348622564907741609984,0.9938461538461538,4360,5.241821765899658
379,140,0.07142857142857142,715,2,19,10.214285714285714,1550912481682275715521450633464163765243800870483642222405360343233158404119583014566334410118387857624988354169023965642711189422080,1218110011131798731258290189544956576013224142364946089395510946975812212893812355115886562005346570888313269360161031997604403085312,0.9885714285714287,100000,108.11704754829407
380,30,0.3333333333333333,149,6,15,9.933333333333334,1325387042654809737660465152,1113825577076351909790482432,0.9933333333333334,7116,1.848785161972046
381,40,0.25,183,5,15,9.15,64267463056979996276401154962751488,49552230527777731074130746613432320,0.9949999999999999,12346,4.622316122055054
382,50,0.2,232,5,17,9.28,116071215966148822843473013210570895180955648,91652718081391272560198094517441879735271424,0.976,713,0.27852344512939453
383,60,0.16666666666666666,304,3,18,10.133333333333333,35241180781185056718957099000371035991042427149403291648,29437100002147458384132324818898782988760793236134428672,0.9833333333333334,85,0.08862876892089844
384,70,0.14285714285714285,349,3,17,9.971428571428572,66559658180992595418962316188530190755716317655712505267451068416,53001076131903191934869351075537931312985859419301739418584350720,0.9914285714285714,378,0.2412569522857666
385,80,0.125,396,3,19,9.9,34782006649699556486928665467446251613712699117214939185079109505502937088,29364901252867256548595650400489014743915654759715089105328479802893533184,0.9875,366,0.29679322242736816
386,90,0.1111111111111111,460,5,17,10.222222222222221,14915642469628520265569181324655455056680312382597614704464995719537345724871451082752,12640933901825763688077477824197011467657734507482967663361034229294603339591059505152,1.0,741,0.7273209095001221
387,100,0.1,477,3,18,9.54,4736325550588939105377016453767635784417702363272164095887578961668210564683601241580765184,3940791861984399991556128134203738945439439210371945479081397753470483835270898116141776896,0.9960000000000001,3346,2.508145570755005
388,110,0.09090909090909091,536,4,21,9.745454545454546,720176186955261371889800388058802565616632453117729681973294517823231582648377100929267870864271998976,561358725061869547395059109018332872033321024791729934062369314458758749481305352235075868352126648320,0.990909090909091,2027,1.9370059967041016
389,120,0.08333333333333333,577,4,18,9.616666666666667,141614432206341514557126295232073920865053100340184372625366469875070616740051364322946649113498117284502175744,109389282341875515222591756026639763693726403162411198428396856557661824475182287620920375812248844124720988160,0.9916666666666668,1125,1.232335090637207
390,130,0.07692307692307693,634,2,17,9.753846153846155,725398744040271292079967222339868285542090587461663373250124793746652483109900108299525614332644453770127185673342418944,571540068235074650305863774304588903138436926105133105551012279376750200336648938047758215150162515705003324758204350464,0.9907692307692308,7487,8.670077085494995
391,140,0.07142857142857142,702,4,18,10.028571428571428,723628973209806413963041770638583793583214578820768163779329554327908644320586124965852348814590855627639058806427138708333446299648,600020466913457798706144854674192971955741895383452685725180403744275489907962981267496964742022417097835877823579755316557243219968,0.9985714285714286,1124,1.4020845890045166
392,30,0.3333333333333333,171,7,16,11.4,71233245315229979792405168128,59843989893727719851372314624,0.9666666666666668,2377,0.8653864860534668
393,40,0.25,186,2,15,9.3,50616547351779260064573064147369984,40035327575984925203524192508575744,0.99,952,0.4716465473175049
394,50,0.2,255,3,17,10.2,23712233684121355238319910764647754112843120640,18719468953408776633769581062311746107735015424,0.992,1211,0.803656816482544
395,60,0.16666666666666666,319,5,16,10.633333333333333,1157039475275465463576479930323185694227527490172922888192,821774016820920567074496483986479339709744734130879332352,0.9833333333333334,15137,8.672763347625732
396,70,0.14285714285714285,351,3,23,10.028571428571428,33982342809253239390956970699008915461400154730016012671700172800,26430114202251771226265266133641666831255823231092436596613447680,0.9914285714285714,13260,7.724133253097534
397,80,0.125,353,3,18,8.825,1633219357563099425254024019245280173521232521624597244795744824590336,1376465671414760594483323895143895014099440475213763662267458510651392,0.9800000000000001,617,0.4130220413208008
398,90,0.1111111111111111,454,3,21,10.088888888888889,523651540332206537645333334994329950579859012649228143404520055198250376848524443648,416526712407459539600563909372162337214501401872402241722121698388358478052234100736,0.9866666666666667,1227,0.9751055240631104
399,100,0.1,535,5,18,10.7,6701235510922106917880233914126280289985908668583341118554507937494850589379123431478559565152256,5575376677029176153029608878353353542140766693519367829184429410500782811457126733529452057198592,0.998,3464,3.1335673332214355
400,110,0.09090909090909091,556,4,17,10.10909090909091,76643425715121403946295622975873864090758536807337316820363960876795239235582639731951839866283681120256,60632946923897021284521265610597036289777111084873149137270772647133798013672867255070594153255735918592,0.9963636363636365,10450,8.91918396949768
401,120,0.08333333333333333,569,4,18,9.483333333333333,50805569541188955485172102349161205436496801256851857354259055897368352492189482016324043798113925910421831680,41266302874859825021901847093201539042412598486497670140516478578728092559441891889984054118687696250462011392,0.9933333333333334,87252,75.39700651168823
402,130,0.07692307692307693,646,4,18,9.938461538461539,101461002663093966713058502420962181348627296765778204798859553307977835706005904845881380174334869068914976882320780296192,81651595486861481023263381921872533605466810850494659563669522019257055734677433255088560949265307471104640594938798538752,0.9984615384615385,5050,5.4911816120147705
403,140,0.07142857142857142,690,2,18,9.857142857142858,12379868977229228844263463365056417139999598147446033309407706927657108334740864162590068498288626226858569778269969245156419829760,9832571210343807136139834931933845641343408218954479673853892851412155535353758495765828122730615877747717234682814634892755730432,0.9928571428571429,729,0.7813477516174316
404,30,0.3333333333333333,151,4,16,10.066666666666666,939180939824934209372291072,721853915157848841963700224,0.9933333333333334,121,0.056139469146728516
405,40,0.25,197,5,16,9.85,1536532905132489682523734538232791040,1181082371323314626042359496172371968,0.99,1660,0.5581932067871094
406,50,0.2,210,3,14,8.4,779771115160465140654097558720421602263040,563835975522581495718004390286056100986880,0.984,4019,1.7780930995941162
407,60,0.16666666666666666,319,4,17,10.633333333333333,1635787657040763826322033828036105720816111142756998447104,1319023611482040512370399709627229345625561483775372689408,0.9933333333333334,15136,7.0541346073150635
408,70,0.14285714285714285,354,2,16,10.114285714285714,101267927130091052524757591796789078772056679458220571570391220224,83515317558431086171093734465417391154252169849212285880092327936,0.9771428571428572,26155,13.019330263137817
409,80,0.125,386,5,19,9.65,9571522631012877280806734450244328869634063970130169125113929722962640896,7594870715262422533274372137390493920265372898041936863367871804999729152,0.9949999999999999,644,0.4385697841644287
410,90,0.1111111111111111,445,4,17,9.88888888888889,139203144753528644218201246706084171455538591692329852297832771342713193705435561984,105136447172561373487889445284525093155357403181160857178553780134914862023230619648,0.9977777777777778,237,0.24490833282470703
411,100,0.1,517,3,19,10.34,45995252682056735006707214027954954684967107382825601335959428618670148161018277893310945165312,39746981252967302610193804018446725171120485825039914137145092295795444767637066826955345625088,0.9899999999999999,20892,15.400173425674438
412,110,0.09090909090909091,551,3,19,10.018181818181818,2790188566014301277600461680794047742845380856893277234078775098379414658861400885921728776681444868096,2248234185167694096990306727917257490147690972426228633468791756461743575063135591470563879130874511360,0.9872727272727273,2461,2.4360897541046143
413,120,0.08333333333333333,588,3,20,9.8,617582257362099115442789048092092883427688649179293716203112670824127450172610032786457735083761836857233506304,495918588322839225519312848017904468806791337664167694071240729991305621145240063468629829165728380998612156416,0.99,934,0.9260492324829102
414,130,0.07692307692307693,634,3,18,9.753846153846155,426967705312363782686941821565991843555223992459159806544242144058324941079691163099177070119225337844985666442440474624,311654493512072795023869709991060222842760597754135836641111747161478617873182182597628719284847138926772221048216616960,0.9923076923076923,2092,1.9682581424713135
415,140,0.07142857142857142,674,2,16,9.628571428571428,137378552694071014210256635906930282825859001732181429626184763479915926427228206339764670207977743856173338334371447069917315072,115888855708209975262807023254998870462860679369965596188301889377378372459042808307236670277837743476999844309015114284485574656,0.99,1221,1.5598053932189941
416,30,0.3333333333333333,140,6,14,9.333333333333334,184888648389090228509343744,142158399872249048548245504,0.9800000000000001,225,0.10417437553405762
417,40,0.25,190,5,13,9.5,602380358267544943732236823692312576,466896720459490955523910290991218688,0.99,22002,6.899220705032349
418,50,0.2,236,4,16,9.44,214682281125645409514257584680016556226248704,173590102300497557251820431773340799879610368,0.976,9633,4.086715936660767
419,60,0.16666666666666666,336,4,19,11.2,29138007261101966437604326800505759230671747207916932825088,24911877189907684894859425383888461002887954145246374264832,0.9966666666666667,262,0.1905667781829834
420,70,0.14285714285714285,328,4,16,9.371428571428572,656850128340132188481926719495108629726068618113608246498426880,505956668710662430908847987349436076116699601509319540008288256,0.9942857142857143,296,0.24503684043884277
421,80,0.125,405,2,22,10.125,172339196428743577376487865666859546021064676629982353823381683411059998720,128255607096683207500337924363502208210872819886566926426667805466182025216,0.9824999999999999,1079,0.783860445022583
422,90,0.1111111111111111,399,1,19,8.866666666666667,1112874672214120396884916992514497393186197587956972596543861740230338248966144,858570085798553100774045944488978379966783348977355215611951487560618575134720,0.9800000000000001,1396,1.0436854362487793
423,100,0.1,514,2,17,10.28,15999793654677430445546122218164623967988396980559455013566613616324200306490006762434989129728,12031931083306702873420549594635812370991638248803768040099196764122324915493003362403639885824,0.986,996,0.830247163772583
424,110,0.09090909090909091,536,3,17,9.745454545454546,127966252856913903118468440730408402455431049569401643082241990512902566207296973193884628952494899200,100856174469134844248476344690732694645784174157196021892894749632646872264261620625715032145916854272,0.9836363636363636,557,0.4598574638366699
425,120,0.08333333333333333,578,2,21,9.633333333333333,95676224675449880629673785246008098462238716390263367138412797010927949415726030670879546673033037153149386752,73690675480828568122158129000708691433007036352900066184773078541216907445016775324077870902709419087795060736,0.99,866,1.2179622650146484
426,130,0.07692307692307693,607,3,21,9.338461538461539,886496095122499991353740799211721618432525943452865135428256361286587408436894025824923811734855413681255983293136896,613794304354181929601246197189177212285091476751514466579134961439360496729677175884760466155334193082640675008151552,0.9953846153846154,2916,3.499336004257202
427,140,0.07142857142857142,663,3,18,9.471428571428572,34991172564386899871066732828508458819890164194453393439293789113901488257085241635761377663309680436245890724157010949452070912,28052515116637333913067564590836019133794827951502146797465020762473589023498432753020230175365347693531432818413088235359043584,0.9871428571428572,1528,1.9817135334014893
428,30,0.3333333333333333,139,6,14,9.266666666666667,165412446574289248267010048,131199566412091041630912512,0.9933333333333334,3747,0.7402951717376709
429,40,0.25,193,4,15,9.65,867584837997887532616368880734961664,704964838953777676870943451922825216,1.0,779,0.28885531425476074
430,50,0.2,257,6,16,10.28,45426961118913247841507098047264869066695770112,35407517815667704514284855876615787870555209728,0.9960000000000001,1410,0.5370895862579346
431,60,0.16666666666666666,284,2,17,9.466666666666667,474010762624287876204010678430866914259492886972203008,322234579855872833713714997603927481447165619813220352,0.9799999999999999,78040,32.41321277618408
432,70,0.14285714285714285,330,5,16,9.428571428571429,2351700658235273396048346525406835767776251641054604645325864960,1869421822159231088263961191126351298227514058991095235106308096,0.9885714285714287,5310,3.5603625774383545
433,80,0.125,381,4,16,9.525,7023535450701435070409776991331849941608045028834193194315008574589239296,5658132638660242025595234845876910803170081123420122743838693413187747840,0.9974999999999999,1466,0.9182496070861816
434,90,0.1111111111111111,449,4,16,9.977777777777778,406473864599256305215994937642821878073207360807635052943709576354644084089543458816,309642395236084733544809034522105864664523506551476411874604440692207947972199055360,0.9888888888888889,1763,1.1568858623504639
435,100,0.1,496,2,22,9.92,423240706913662385088462925806647032392823825461455951197836084939767662482549951938418442240,322167616751685030089627903325364479409785356934049335685300493586202251133162804237500940288,0.9960000000000001,2056,1.7112703323364258
436,110,0.09090909090909091,559,3,19,10.163636363636364,11471397887010664089415578748683077499551661519796194909268331666782137357986497414174346865225959997440,9061251284714863362790386064277426761409980541740890672904359072465059318125641752332925310151031783424,0.9963636363636365,100000,77.0095944404602
437,120,0.08333333333333333,597,3,18,9.95,2633917462387690338551040478351625039957734349236877027491864384620667345156856685129620664658109965809655742464,2082926425562570896295851793353258759705136085913518642196009757017052040710416795682076375304148517553191256064,0.9966666666666667,6726,6.8957860469818115
438,130,0.07692307692307693,682,2,19,10.492307692307692,10017289297181649059583590045070544293393459300958132448731298566402782543483716026296355499740824217110812002793705183379456,8601983851310060181064828114162531183101333859759190476008494076211430370809678181212114432554062790779575143688994436415488,0.9846153846153847,29062,26.751220226287842
439,140,0.07142857142857142,696,1,17,9.942857142857143,88831460766267993243546708490881104990035522780266329634145340681059933920619383791524625589204063817011914411168702940988028485632,68722732215628824103295625306539280553589275840404263573472967368529809500526818397633914295421283071533971271845129524202176512000,0.9957142857142858,46026,45.775285720825195
440,30,0.3333333333333333,114,4,14,7.6,175304348107235301261312,127215332182632834269184,0.9866666666666667,1367,0.419252872467041
441,40,0.25,210,3,19,10.5,14257459136039006175107529023820922880,11818579802504866612841429938634489856,0.975,2122,0.6840250492095947
442,50,0.2,230,5,17,9.2,141923748229238312200370007697951567193833472,113131471248165475750833268788097258522411008,0.9960000000000001,2312,0.9230554103851318
443,60,0.16666666666666666,287,4,16,9.566666666666666,2479161020202011232844171207655488701139920752998350848,1982163123055948014684031824946684732366568935070367744,0.99,100000,41.75455904006958
444,70,0.14285714285714285,365,3,17,10.428571428571429,1816269101737269232576870074684613739406592828259449572972665241600,1394458661034047767986916680078837631467484443645363164969705668608,0.9971428571428571,2420,1.4415082931518555
445,80,0.125,365,4,15,9.125,61497501393646396504159256350784614261213577796640735135637837795295232,47667811051510323576519012285286486652435148517325960898240636860235776,0.9949999999999999,100000,58.60705924034119
446,90,0.1111111111111111,445,4,15,9.88888888888889,738966757132252152607495424264877970827774963536325989836574289648036238254424457216,529186068733332651063733183697027598103321962611992120647762188582176678618165411840,0.9955555555555555,5171,4.577980279922485
447,100,0.1,501,4,18,10.02,1805167608152861210741900140252373244782120092260901240803267656664774742891946782747986493440,1512185291897292783511681823598005028550482260485752424607897825899296987566061022223011938304,0.9879999999999999,2976,2.1599249839782715
448,110,0.09090909090909091,558,4,19,10.145454545454545,26157565552035241840891665345709582341131424062062728302963377538068571959063897414104664606761249931264,19800072343664234685247314675145600368364273939269181906693460856468479062940392143644938397249674674176,0.9909090909090909,9447,9.337275981903076
449,120,0.08333333333333333,574,3,16,9.566666666666666,34127449776582040906827418951027464379182704353566216428305577909031683392628446535923767709116136927478677504,19949891518510862176782609943352653682999662751206197305527094102682552618163427297741367599028986177019445248,0.9833333333333334,6261,7.118807792663574
450,130,0.07692307692307693,629,2,18,9.676923076923076,421119024943799594936442182384888642666683561781779793457466711397907674252765407622467138454727214011832420614885343232,349171877295148015632186740849973743131814825608198119317836153065525810128124186336545585880263638275687579382584442880,0.9923076923076923,6813,7.5014307498931885
451,140,0.07142857142857142,702,4,18,10.028571428571428,1947912094353201467954418500972781960536642785907175434759996614544631658820153444010792166807777372833492045356328401111748228153344,1561863223969016704654258798479191534226668959913004475272226981501113999013751719447801551431805563475508627669484800866610038439936,0.9957142857142858,100000,108.04756808280945
452,30,0.3333333333333333,148,7,15,9.866666666666667,1219426790742273356428476416,941603737544870816487833600,0.9866666666666667,395,0.14269661903381348
453,40,0.25,191,5,14,9.55,383678082646993433290601040246210560,311810762314636658304905089023737856,0.975,2429,0.8266940116882324
454,50,0.2,256,5,21,10.24,24703742716548683854207143736204867068936323072,19492686106582138521949143240066160428817842176,0.992,128,0.0980381965637207
455,60,0.16666666666666666,291,5,17,9.7,4787927909205696387400998451563339076381389493303771136,3879241661824400637136123532874560981627969788375465984,0.99,3952,2.1307575702667236
456,70,0.14285714285714285,349,5,17,9.971428571428572,92694244555495447719263396250229026168519670078521452529998364672,69966480511459911250873520059691099742374517068092488403598180352,0.9942857142857143,987,0.6488418579101562
457,80,0.125,370,3,19,9.25,123597179710118520148927594644856984149848486833053329674816497538564096,88847932845614396050241020988867151404693642540185363786036941787496448,0.9899999999999999,1750,1.2564342021942139
458,90,0.1111111111111111,499,3,19,11.088888888888889,10832501003235801887100621956632380732961628718246704635447407511273835370724558806974464,8922754631825184959764631060701065217111558748237743436236689429629111123345276919611392,0.9888888888888889,1974,1.194901943206787
459,100,0.1,502,5,19,10.04,5003169873236931686493450619119670591737118538844932261924784364688748575406299928838723862528,3610274219886083384087083180140399283947342184634557924138104117895839270546328790995849707520,0.9880000000000001,20883,15.900737524032593
460,110,0.09090909090909091,532,3,20,9.672727272727272,100290602615966695843049759148263954587807021981671280710238633307803222391010427273521633467670986752,77704566330013365079441638751154060537107734986421836526564927075441378590265279044263043668971094016,0.9963636363636365,1976,1.771953821182251
461,120,0.08333333333333333,585,1,17,9.75,337514686953170115654792110917244775563879628969746414220598811990338920638636916102197110108034886582210134016,276114520195124018768832467337279285468875040056308777797963118138234919819674982246052774081122040876395134976,0.9800000000000001,3848,4.037719964981079
462,130,0.07692307692307693,664,4,24,10.215384615384615,616246602046844844490405957543848607236303584228283911191686049342497963252046558046636982899078319347431041175539490488320,503853933109445315415573757669848668700198279216406910334149098121263119424241367806873816148534697925239536804035207102464,0.9907692307692308,806,0.9727885723114014
463,140,0.07142857142857142,686,3,18,9.8,26266803775859808559615401475199615140299118304615210031602471718152295310015850654926415849523373627022535591953901525956657414144,21584168310076994403520044699989319461646799820225974899687090273056654060245021971003281441599864740428877464080267174190564507648,0.9957142857142858,4336,4.803999185562134
464,30,0.3333333333333333,133,3,14,8.866666666666667,14223122627322266106462208,11317405980892302269218816,0.9666666666666666,749,0.26802515983581543
465,40,0.25,210,5,16,10.5,31246961904246545197131685411111829504,26828445820150390361686410519589683200,0.9799999999999999,389,0.18107128143310547
466,50,0.2,235,4,14,9.4,460467930142183575347892669538279703269343232,349978137811276889374679999845014983214628864,0.984,2392,1.2079060077667236
467,60,0.16666666666666666,292,3,18,9.733333333333333,3462809052107586373316783747278428391880191921325342720,2735648460651861784458658062898955935265095443290259456,0.9800000000000001,1000,0.5551924705505371
468,70,0.14285714285714285,362,3,17,10.342857142857143,630704061226484964908027293494216695611381762786155525530277904384,521977730241548151797248859202817811547050240353206354235873034240,0.9914285714285714,1137,0.6480820178985596
469,80,0.125,409,2,18,10.225,503195369486755336064907338526216769671997841973402139075064427375170158592,435420370914083676122356465986035633615896133455001207983331168882241044480,0.9925,7610,4.724492073059082
470,90,0.1111111111111111,433,2,17,9.622222222222222,5159213783646567604919831026154496411060708635162268074238814132220647167670353920,4306889535510979256924162334782876229074688604031295076684720469227984248861884416,0.9933333333333334,9733,6.551242113113403
471,100,0.1,478,3,16,9.56,25014744067346565425786086445302025298511312392268502012413340507158360753318394411364646912,19200391321580029650586412476356815968491001520569815518360691697650558173200433150464884736,0.994,1480,1.0514166355133057
472,110,0.09090909090909091,556,4,20,10.10909090909091,23719850280915322968833575217786657733433534259951986351074396067104504228640726292468424100758052405248,17181189193507461615971839598137619145927294864203340378841573335770773749299085782484257937391139946496,0.990909090909091,711,0.6462652683258057
473,120,0.08333333333333333,612,4,19,10.2,258632251768352594664939937363250725709662650499791914675659704027054861967596918273608911719732020237473241104384,211081897303581140242480403984897544453136768559253299223603839287987394929814399602046921489338812258907871772672,0.9933333333333334,100000,95.85756921768188
474,130,0.07692307692307693,663,2,17,10.2,535956378471061464890442845133530192085069014869742310245590058356657724220969130575559565796959348115677140764917604810752,441336587972625239482149824593056364415388563139878422025804571855859402873847443158295456900977318580149155318914309160960,0.9907692307692308,1501,1.4468538761138916
475,140,0.07142857142857142,666,4,17,9.514285714285714,236836002602678957215850305169340274054866228202799048443377915002913008076842880877712716692084718395133354530315203026266095616,170146742318823552295352599112358032613156545284246563523233162698296339353155549385020275629522014149202413808095093221402607616,0.9942857142857143,2074,2.6126883029937744
476,30,0.3333333333333333,143,5,13,9.533333333333333,395609875209619644889432064,328031232937557224585166848,0.9866666666666667,1276,0.29297590255737305
477,40,0.25,209,2,17,10.45,8315400268592112854623358243278159872,6909680266725520849566201104671178752,0.99,905,0.3497300148010254
478,50,0.2,251,2,16,10.04,4208295213909959927686140433331339765429043200,3360268882988606093366783953774105569410416640,0.9800000000000001,1702,0.6283164024353027
479,60,0.16666666666666666,283,3,18,9.433333333333334,179382326796079563058059976740879441545969175724294144,148531624922268767423782627671449819377186541790035968,0.99,4710,3.3784286975860596
480,70,0.14285714285714285,355,5,16,10.142857142857142,347812698747726304162056081039830345099218283547839892121110708224,279152419914976723586807744480550635807802818256596005794592325632,0.9885714285714287,11767,6.431321620941162
481,80,0.125,386,3,17,9.65,8768578906556865166029414941959674056789792893382593452413589408706461696,7180571056140360073202667042104997550564146760265833775629905787478867968,0.9875,100000,60.250303983688354
482,90,0.1111111111111111,435,4,16,9.666666666666666,32647033288036304247233062083192633376929279484525289684041707399835473846206464000,25589344862049629432152910627938016248901206043496168451446238820663715253366816768,0.9888888888888889,2646,1.8132784366607666
483,100,0.1,488,3,18,9.76,143460921138708528488820550344338464156130728766137465125979358596311922547002206579480068096,119399414764895269231018362959858605083747511031003262313196900180529026573296000813399801856,0.9780000000000001,100000,74.62096786499023
484,110,0.09090909090909091,562,4,18,10.218181818181819,90062642110845572126755143902969742426772401820115904335544779636359993743115566395031998859139189047296,75286730607020231295906261902929098810067998573523004623527369641121710333651256794495880165546142990336,0.990909090909091,1792,1.665754795074463
485,120,0.08333333333333333,602,3,19,10.033333333333333,26543110125969127077614874961966666765448927451408689317585690410186902251879862876892756932824325964205991657472,21275143764055989479130970842592494303301505385181197101069259167224483096540327786837637425086874836307342786560,0.9933333333333334,917,1.1684939861297607
486,130,0.07692307692307693,655,3,19,10.076923076923077,382878175778751785909177358818128899625372429651863091300417105182306442089098095695928898562222658805599338669375884361728,319593922191921271903132404616992289215997878971210771361644735705607373452384878648146474208711990104828865342551271407616,0.9923076923076923,100000,95.27881669998169
487,140,0.07142857142857142,653,3,21,9.32857142857143,1583695626100796643617210643053903123505346914490232928015653632073350516588395889555907952699891768473383252684908598935945216,1216550636027512085813693828873586582885555264507009814521701847646540256582812728487338820890307098318484986898149846376513536,0.9871428571428572,100000,100.38773083686829
488,30,0.3333333333333333,145,3,15,9.666666666666666,146725801567955170650750976,101729326526999416545476608,0.9800000000000001,1614,0.4143555164337158
489,40,0.25,199,5,15,9.95,2011734569156764709588054611693928448,1476094786803134052374682654633623552,0.975,477,0.18253040313720703
490,50,0.2,259,6,17,10.36,64756518172612380894314350402852961349904891904,51682902622949636960882652645314711446100115456,0.9960000000000001,634,0.29392051696777344
491,60,0.16666666666666666,287,4,15,9.566666666666666,1861986921858903204557524172817487698943333660687859712,1497752016284702880089641574731591952606979885377781760,0.9866666666666667,1411,0.6630017757415771
492,70,0.14285714285714285,346,4,17,9.885714285714286,37250242678847971266925259293264067762423764847959490705047420928,31785701002900188371990185074930059835512372538352055442363908096,0.9914285714285714,559,0.3255884647369385
493,80,0.125,426,4,16,10.65,79611175256155421556450896913003288920594387022993675178093811396668039364608,64535709711754642823620028365075768676718390055556812205837199215805155246080,1.0,2086,1.5221264362335205
494,90,0.1111111111111111,413,3,16,9.177777777777777,91724376375361527549950206547182145204043764112777060472443408564845792817315840,75679772191958370771382424512383691918696597575404077040136834073566899085508608,0.9888888888888889,2664,2.3104336261749268
495,100,0.1,478,4,18,9.56,13071632118654919201187989230109999756976970859724237182802606963885607845902077288962326528,9693036970138914774168528384708024367008704295055840091923038758654521478428599457809432576,0.9899999999999999,944,0.6795930862426758
496,110,0.09090909090909091,544,3,18,9.89090909090909,502206059308058612839585829309815820290897806256329386427330302384120904553880775024994202425927663616,293410809650859678063299491021028116163488348367784870888384494096481259675668210820490061998867873792,0.989090909090909,2196,1.7274525165557861
497,120,0.08333333333333333,603,3,19,10.05,6317207783930529115697043147536779768527647560480721344156017660603302067384601901115303490581831597468948627456,5369720928745183216445130224168117878440052666116641457885049633437707049358889491747301083925864440108970672128,0.9766666666666666,2887,2.871293067932129
