,n,density,m,min deg,max deg,avg deg,nst1,nst2,hit rate,K,time
695,60,0.16666666666666666,289,3,15,9.633333333333333,1674013319150142201440233502121717403379853000848703488,1357117550701774952140605369527198833746254862863040512,0.9800000000000001,898,0.5288701057434082
696,70,0.14285714285714285,354,3,18,10.114285714285714,109651948788206886430681079826478595387918283563330519487272189952,79087804642797457000665340476379275324557892644162822611870416896,0.9800000000000001,12826,6.920129299163818
697,80,0.125,378,4,16,9.45,1251901378987716523367295900894424773204944285851251952771542804416430080,806061181055857202607165257142421022100275468624492949053100644802494464,0.9875,1067,0.7332847118377686
698,90,0.1111111111111111,438,5,16,9.733333333333333,88667137674018324204293625978034974727840764446570672934622481514517601571301228544,69385444996446735981748948607405521331607382933205141628572096405921300449213808640,0.9844444444444445,607,0.45241618156433105
699,100,0.1,506,5,19,10.12,20347026342151331102567773390456733980460606682477523027688817392745915794286249075551191957504,17116169513639769595978548568268335558661670662921037843809388484029085945205569645783466115072,0.994,3023,2.4054415225982666
700,110,0.09090909090909091,532,3,17,9.672727272727272,176683603706182125066945845361418858293594740877622972949340812737419152440065084115972768543576948736,141158997499822797439436064445165060487081109577865306891838065205933648251093322251207317564147367936,0.9945454545454545,6769,6.475296258926392
701,120,0.08333333333333333,599,4,19,9.983333333333333,6807680472125696616529304335805632794815986287153259377877345428699599887384398128561028956593736694007209132032,5567873368655892647038109860356285315204132103266113399118230388076084094864748072389603554387894065498207289344,0.99,1510,1.3563477993011475
702,130,0.07692307692307693,642,4,22,9.876923076923077,11383494095417238599391182561037647909866883321714853227512670102976703588184807751131373115198294967709050570415494135808,8926858239896956059535626058552079366880311579885578183564807953244054687528610978122533091975339814877336116337211080704,0.9969230769230769,1316,1.5374701023101807
703,140,0.07142857142857142,722,2,20,10.314285714285715,4566811534519193272706257240589007978003967761810895515200301872179030753337320182897372632888131076933571987668318255734983049084928,3841362819659061875365152528391464465285274711277656126982251804168501795235435977433126875261198573225680928161128798467986223529984,0.9971428571428571,1920,2.399399757385254
704,30,0.3333333333333333,160,6,16,10.666666666666666,9946702050173241318635995136,8231679939371571038302240768,1.0,58,0.028597354888916016
705,40,0.25,196,6,16,9.8,2195384681392813556207992874102423552,1720817659055979419685203163551367168,0.975,19919,6.322923421859741
706,50,0.2,256,4,15,10.24,37512134649148282226438739606061273374938628096,31529680276365801697405482786057570030618411008,0.9960000000000001,395,0.1877455711364746
707,60,0.16666666666666666,290,3,18,9.666666666666666,1712254582396036226319176872083696350295965751557750784,1433206394031385421671378516263351395445399739170816000,0.9933333333333334,27817,12.853838443756104
708,70,0.14285714285714285,346,4,15,9.885714285714286,38389111190197165434011912482070549339291793098940749084343926784,30429447049694555779866671968089178442946350509191420188953673728,0.9914285714285714,2426,1.3289825916290283
709,80,0.125,398,3,18,9.95,45611753599091496094176138607087021386655490500405510820215277646436630528,35454844957649982728242815861905461713548284563590008915192386769953751040,0.9775,494,0.3551204204559326
710,90,0.1111111111111111,448,4,18,9.955555555555556,1038995876199476703394713520859289220190132254543922870485591579610987875329896349696,870090862604639252395232336378739111112792088877179349261710862420573929339166392320,0.9866666666666667,100000,63.48989748954773
711,100,0.1,539,5,20,10.78,6464359248972292329739969159028982750886502851403569001303516636338877981370379512551545233211392,5398843440399032280091011994586762125518943845474484045142394813300223316930707181885337198657536,0.992,11248,9.883087873458862
712,110,0.09090909090909091,567,4,19,10.309090909090909,311588033701998525452807762882526996216966107998075930964940134620138765177859443077664118867607418830848,247550550962073790745212983294914099090577061613498997041902437274220424778694447922286492162740430307328,0.9927272727272728,43070,34.89576721191406
713,120,0.08333333333333333,546,2,16,9.1,42321474396106396663628459874774553553286406041892366471950681551167864860594975870869801112344848127492096,29818897104969261885467077456959378751211293328657767266028232490483255686522800814149480267630124455690240,0.9966666666666667,100000,90.22139048576355
714,130,0.07692307692307693,651,2,18,10.015384615384615,23005479329850738820985652217364840495990870213980441169638464262889649433508989654599357194075873533444731040373357412352,19145911614392346983451925560755668822960771964406792623304564925600344657574938384046348564201609967567230908441951207424,0.9876923076923078,100000,94.73661589622498
715,140,0.07142857142857142,714,3,17,10.2,2492488741031036900344183050459863482030351351554877085845855853523260783015809581034514702266739801664132199021974138693556761526272,2120014664606254575008802325691480639215778297685406015545752466016432344159350132873376929367983020759082303845944168436828907503616,0.9928571428571429,7963,8.960775136947632
716,30,0.3333333333333333,141,4,13,9.4,174178918720806655388286976,142732125249021239143432192,0.9733333333333334,1822,0.4795963764190674
717,40,0.25,188,4,15,9.4,151658122709518837757209577397420032,116535282419674753858487145614802944,0.99,1658,0.7092516422271729
718,50,0.2,240,4,17,9.6,1017222271932050231561769782944923631256338432,813602417726853425155909800568170488424038400,0.984,3257,1.3150746822357178
719,60,0.16666666666666666,280,2,17,9.333333333333334,199338751337760947061015566917943671523845920299941888,158692222684889185281428763120649449996923542551134208,0.99,2153,1.1822221279144287
720,70,0.14285714285714285,367,4,17,10.485714285714286,1882853496030692916977896738316194002450427599601448407969942208512,1360798561970388630771777574431834363869245434585501275235391897600,0.9885714285714287,440,0.3502347469329834
721,80,0.125,373,3,17,9.325,527733930521733407845415546972116538587505085135852510570423748072046592,387212044114608992223432833788867533631630124814428102907335228663005184,0.9925,4698,2.888585090637207
722,90,0.1111111111111111,438,3,16,9.733333333333333,66643534786197313127826863915113823503384772664189348845399927539188017058306588672,48395753964112832808297116753654051018788650749352189364377767647147938261810282496,0.9911111111111112,4335,3.304553747177124
723,100,0.1,490,3,18,9.8,147781156608946809054597733222591986876049625183280938479861581324567466553136619962041892864,119129475158190041410813111581102140364469226117144461013666185270728185129387125812022476800,0.9879999999999999,5189,4.339922904968262
724,110,0.09090909090909091,546,3,17,9.927272727272728,1518019003791939682161541045653457761877291784913232259836930977449141145488055038398275535872844627968,1208953132594812683944302467855579330077754984281232155996405509908858063117790209664592844491149279232,0.9818181818181818,1999,1.8475518226623535
725,120,0.08333333333333333,617,3,19,10.283333333333333,321853554646539838085634007475920983906025159699335937550317886613456604686702615426636487568677739525809517887488,268627459708654410279114325475580795415785560424709917641789348687825122898422745900453528446977517107734753837056,0.99,514,0.45096540451049805
726,130,0.07692307692307693,634,3,17,9.753846153846155,1080774436224911430641792298824824054952178158905403377110059906866329770224075381647928507009107492885869342145399226368,870189592139034420997032783037537347154343895200395740768070567261862469420902840401839220320911274930076020967049527296,0.9938461538461538,1047,1.3548717498779297
727,140,0.07142857142857142,685,3,18,9.785714285714286,5844227568924869428452636424932072449643226011474678969169984072714314381543868718708551142943432923542247296568879304724248002560,3895627546546213365120468601812151205937043217588272983879716705864184545430233229607162980921502771409351469290159236987828043776,0.9971428571428571,52965,65.1924638748169
728,30,0.3333333333333333,135,4,17,9.0,31073712261653803424546816,24628724385475369432514560,0.9866666666666667,270,0.11209869384765625
729,40,0.25,177,4,15,8.85,14900527176254847962875803146911744,11973726700422903317473941532966912,0.9800000000000001,3752,1.2662122249603271
730,50,0.2,229,4,18,9.16,63682530696130506974686967331540579513270272,51174101319003984979664075457944141946683392,0.984,504,0.25586414337158203
731,60,0.16666666666666666,307,6,20,10.233333333333333,154286719083294528342331237031051227200732744572299378688,122826210663379050797111007914113187927892043701180956672,0.9833333333333334,2050,1.3513729572296143
732,70,0.14285714285714285,342,4,18,9.771428571428572,4144296965823866786542764486363355885652721684301200816275980288,3013859830250932818950983415828242535513215846671578875656404992,0.9857142857142858,13458,7.488491535186768
733,80,0.125,386,3,16,9.65,8627890241365522376050706135266315090186144826975822905640997513578151936,7192156001755428573524760783364275693729261406144556043939386122838212608,0.9925,10451,6.413150787353516
734,90,0.1111111111111111,448,5,16,9.955555555555556,1148903799139848767457378967633608525850305726659612088894997393084615379641851445248,907995031971991310562310609207123456442369288996952071065408164864887857087638405120,0.9977777777777778,91724,56.644230365753174
735,100,0.1,495,3,18,9.9,496292389152113573033942605419055450887624641744117304721215580795663716547422559873139736576,411167882738006079056189699993215672716154641416042920782926186786908262306537579453672849408,0.9899999999999999,1306,0.9372074604034424
736,110,0.09090909090909091,552,3,18,10.036363636363637,1681303745066151703258529658046147417765328219280138648585804525919509267017595135213177412463076835328,1195923465673138530123206100418675282853932352414282839767274541515157998414463123732548187835282227200,0.9945454545454545,1441,1.8223609924316406
737,120,0.08333333333333333,595,2,17,9.916666666666666,1714234538595359451887372565135573245833960732222133343375893612014178012096538922770539417969285422745173098496,1414071558588195561257412439875077616327556842271775517197994320494837972044441011249619225571236859561994354688,0.9933333333333334,514,0.5908598899841309
738,130,0.07692307692307693,662,2,18,10.184615384615384,345097282647147914083525610861793415294096468850693959676812066469034703318294243252675818097554106488087297946385704288256,284880302072911406428368803973312868187533173480436185332531412759694761285609265829112636356886963464616904192497303945216,0.9953846153846154,447,0.5897657871246338
739,140,0.07142857142857142,661,3,17,9.442857142857143,46205657267780247788657016863346319352633625853697320186607489195532368406113230781234338404460736707874552561936124722848727040,31537283933256365506710882967366598319606301133154084656232419368722540202299430367172665250843576050070592857324752873122168832,0.9971428571428571,63,0.16131234169006348
740,30,0.3333333333333333,142,6,14,9.466666666666667,274076286633737227478237184,219249497916323308695977984,0.9800000000000001,14106,5.077122926712036
741,40,0.25,203,3,17,10.15,3346975183267562526162040787369459712,2798134915587247330778564207413559296,0.99,8775,2.7276370525360107
742,50,0.2,236,3,15,9.44,523892366911511212039926327897107044107288576,377881762684255606375862050556279439323299840,0.984,2386,1.2779648303985596
743,60,0.16666666666666666,307,3,19,10.233333333333333,52725112181492161231492721850650017843047693278162976768,44539932064609338749689068564400977610055322300460302336,0.9766666666666666,1546,0.9489614963531494
744,70,0.14285714285714285,373,5,21,10.657142857142857,9745916262549682105366719620638873511760171423539677293324424708096,8290327635059406290563059862948252669369149137381207984037724946432,0.9942857142857143,5055,2.598767042160034
745,80,0.125,390,1,19,9.75,4475039400861572977732562210828140279197925880046032750646920017598218240,3565270706863182375829416618443519459826791820499840733747386223716990976,0.99,100000,61.46169853210449
746,90,0.1111111111111111,451,2,18,10.022222222222222,366059630489051351742412417004962214528593862785503765280027096428871311338126704640,302638482280992183498523301288877806071607682727515945261482034045631825964940918784,0.9955555555555555,785,0.5969927310943604
747,100,0.1,465,2,17,9.3,1374383045196019278239887069696162895537687221994762580938741456817313486272685720027004928,1128294604888857900839202637180406821129292927179416924657049091314103072333294402044690432,0.99,17637,13.219547986984253
748,110,0.09090909090909091,546,4,16,9.927272727272728,8176883464776031015324418813783945535529979057071310978427125520317331449171636705263934809054019321856,6555457675029307744273270020935315759618759946043660475335717269721947709720139343471001850158423998464,0.9945454545454547,9360,7.749549627304077
749,120,0.08333333333333333,634,4,19,10.566666666666666,17658246118601035285532702692145573707983460351877914259265134596638363915749914693313564774993797874521231314649088,12036176897326504173449045709884706118668711471366402623079480337433964570026324032754499271550487824955233997422592,0.9949999999999999,20447,18.797603845596313
750,130,0.07692307692307693,618,2,17,9.507692307692308,25809833921380859737629328631578090708372757492999380072705186666513757235509658631121038770708264240075463000210800640,20655006080378411773743077766888189934123256137139172366551526497164187608082615495588634025245899569091849816578719744,0.9923076923076923,5152,5.100611448287964
751,140,0.07142857142857142,733,4,18,10.471428571428572,293401614963185478284672795263238571751870770359815959542653593662078006294069292708614281563832554445093431028507268892330004966277120,239654861825243601676368195777861010481060968342275088182743590908349065094871079701758924494302299564804540108376543510095530414833664,0.9957142857142858,3843,4.651934623718262
752,30,0.3333333333333333,156,4,16,10.4,3633440284310984571066777600,3028862541992892944332357632,0.9866666666666667,1226,0.32930684089660645
753,40,0.25,212,7,19,10.6,46767829774740411639258141633500151808,38043469538805305523666262036100153344,0.9850000000000001,1517,0.4796721935272217
754,50,0.2,240,4,20,9.6,916545349073984288344769414451385464388583424,725561974226388476100394167199698756034363392,0.976,3465,1.3403007984161377
755,60,0.16666666666666666,282,5,15,9.4,1160672938279865268612391405284104820244157826919825408,930681466008101065397301307737292118713824771219390464,0.99,75144,34.427727699279785
756,70,0.14285714285714285,335,2,17,9.571428571428571,776911256539257573383912667859653041662423543118134803571933184,639542869689346516216084274444624544715709381479531160025432064,0.9828571428571429,1906,0.9409351348876953
757,80,0.125,409,4,17,10.225,1538870230155454937818683548105243124059880229903998277886071787447218339840,1284909813991662135405851787434690465356394158694795879119169536233496903680,0.9775,3254,2.3132472038269043
758,90,0.1111111111111111,428,4,17,9.511111111111111,7733288979844180209075614824535404086213903921361825193575219153586668213377171456,6182587462789897013117298906966877791190621574337356791756887672112626922858479616,0.9822222222222223,9036,7.338152885437012
759,100,0.1,487,3,19,9.74,32387159854891199268652637677533181712767909546390958617665921704887946140707672547366273024,26953129811811431580139389354774612571139090164380237356536185704735105991415932789981184000,0.992,149,0.14107465744018555
760,110,0.09090909090909091,554,2,18,10.072727272727272,4377150325105788672471163865749400842011827822262192002370185547915379318062850172391166360986230718464,3543851648771384215936857802679122535633243497297758800443716283190622004506636421423412810179296624640,0.989090909090909,2390,2.21549391746521
761,120,0.08333333333333333,589,2,19,9.816666666666666,178307409617828889885079404994188804170542509190382109465369104928597986314567772271292830358261922945069744128,128565714682611369111761582277469051772289685850083970896276744065168016405574738012628538830368010798557560832,0.9783333333333333,466,0.6131718158721924
762,130,0.07692307692307693,617,2,19,9.492307692307692,8401582754239013593337836459258152184864594801174255612085742150127494135782001568072483192377952992091834082882748416,6823638513653225033618590652120577294013890169189821242578699236567896251424252249519418588936724636860028127543296000,0.9846153846153847,4382,4.176247596740723
763,140,0.07142857142857142,653,2,23,9.32857142857143,1747992076671641310308379120613079010381489585909548776907275587991065926908495676171327898665007904252348907046066804853047296,1438222014634352402720229089011738720806874649431527652446149449480714437835190709624273823511501214197375225681215780695310336,0.9942857142857143,20726,22.99429416656494
764,30,0.3333333333333333,134,4,14,8.933333333333334,28923068774819188011171840,21401842618241882831978496,0.9666666666666666,2911,0.7576441764831543
765,40,0.25,186,2,16,9.3,67010852915645767386299548399828992,55323313563077759598088220200402944,0.985,86,0.05466747283935547
766,50,0.2,233,4,15,9.32,210705851496685615761250004662927874800484352,162962324219421755994073679827585625818660864,0.9800000000000001,2339,0.9062356948852539
767,60,0.16666666666666666,301,4,16,10.033333333333333,20676383841985386196682941409743447314886554052928208896,16819336067162137580367405376443366798927557631303221248,0.99,461,0.2516179084777832
768,70,0.14285714285714285,337,3,17,9.628571428571428,2117582247285618970746689140678581215213854300436139043090071552,1608943989096809941398203864657167073620503200944090174407573504,0.9714285714285715,2856,1.6197724342346191
769,80,0.125,412,3,17,10.3,1107468751829567454304801712525980142034020012931472930632243521091327229952,894815900794966095599024098840131272135608548736672032702844901141203910656,0.9949999999999999,953,0.7156684398651123
770,90,0.1111111111111111,444,3,19,9.866666666666667,138143182673627946491219539292414223292352708921898685292091318081986226725939314688,110006430444506738226031310827411348142415638979020829208259394337191050626658729984,0.9755555555555556,923,0.8316135406494141
771,100,0.1,531,4,19,10.62,3102821876263006959601399638788779061997851946390969798784322232841273205446011782256980922466304,2346911686487778305868743029520052109419264743356789048387026869107254020580083704966701343834112,0.994,23122,17.471627473831177
772,110,0.09090909090909091,601,3,18,10.927272727272728,187227500512927741054437053372840774640090771912458640114696243733062389444898468079974157081435277237420032,152662906145342001380648796416303814568321224108092140130843418141498437364664465672061201007069058727673856,0.9890909090909092,6305,5.38944673538208
773,120,0.08333333333333333,596,2,20,9.933333333333334,5841000620596163521453678287468236448875777345059379403850832039999040274101190033384416171778513056768788004864,4861630345244145556280349361307943657449422731500644346536307813381281200877634785756371312821441269824011370496,0.9933333333333334,990,0.9063072204589844
774,130,0.07692307692307693,671,4,20,10.323076923076924,12318824375217813870432478558295396785289353575465366912350968054057251395107963585360689367949482445317744389580445680926720,9209933918237241384653910846057809511656393549389648698032822731024563366320455921932744938107400916244568596594257974788096,0.9953846153846154,100000,103.23222517967224
775,140,0.07142857142857142,675,4,18,9.642857142857142,1022125087799895296348380775378130636646488876759947255713526674414763046096660306519605657128788974774360088549048527899838119936,760621541452816464548445525212374961958458567741638731552432949184524913555177924140194662452961288827740111036997014020274782208,0.9914285714285714,8173,8.606250047683716
776,30,0.3333333333333333,150,4,16,10.0,1215821930069173265005281280,1021027759036180946749489152,0.9800000000000001,4824,1.1086289882659912
777,40,0.25,203,6,16,10.15,7709538907724477973234305082522075136,6164722637020946887846866704893214720,0.9949999999999999,3039,1.0234043598175049
778,50,0.2,251,3,18,10.04,4310017985740171321602688567246908211012304896,3471602262423144694070520960405998650494287872,0.9800000000000001,401,0.27019667625427246
779,60,0.16666666666666666,296,4,18,9.866666666666667,13905953324257578860388965530050734331903580808574664704,11339949813404399372438631919152690089389561627931574272,0.9966666666666667,1176,0.8269755840301514
780,70,0.14285714285714285,338,5,17,9.657142857142857,8175653389348198921014628271392628019971196014179425946070679552,6733365183962230763913524561660752896234651994754445218225848320,0.9885714285714287,100000,57.68169689178467
781,80,0.125,402,2,20,10.05,97282554913991666163481452625270207208707746006018119304583455636887437312,74178496283037965447765857446834540792933248103060750328244551229758242816,0.985,960,0.6593194007873535
782,90,0.1111111111111111,450,3,20,10.0,347010946526676295485639453011799047936767310835266167436311524694426486434542125056,260149446887014060063386968329438997396472085693029483765657308187498198548256653312,0.9888888888888889,58130,38.57066035270691
783,100,0.1,539,5,18,10.78,8349600248572291793162876671821694234517571127264272429321487894720983322420005012938404875206656,7173942217984965387081780474679278635147697416538461011099912044414288772393441980324120063115264,0.9960000000000001,2777,2.3109664916992188
784,110,0.09090909090909091,553,5,20,10.054545454545455,13343836727097858163038333527647320354835710161635767856701967471149782570687349836548101330910387896320,10754160538128148875353411953035082635738192970925564506414087332658416556686400760894492392695709827072,1.0,100000,83.92080855369568
785,120,0.08333333333333333,673,5,19,11.216666666666667,73902807386460518495160179847068305226977951253016658037930651418859880674166723843156462229099896725887884516487331840,56875024481812100861464564755911077546208301941600886093264212411101568649433194076436880294908839843705321443551084544,0.9966666666666667,8320,7.503348112106323
786,130,0.07692307692307693,673,3,22,10.353846153846154,1874665274228395230337508375636827817560486312882753186960513384798819846806586812410519468329438570184223308671635242876928,1539467826179150207517756787189949009438874512231421434172286404575761704210392275515209624648848406486175673426734714191872,0.9830769230769232,2019,2.2479312419891357
787,140,0.07142857142857142,726,5,19,10.371428571428572,29037705976970034188655801071216679658215747731116152560138135116355353932981985448716815826125381644620470002642483929781506792226816,22863454925960175741907673953240995462054472599308302205249757089177820848709028936907967158817795938477597227122063762365567018729472,0.9885714285714287,776,1.0488770008087158
788,30,0.3333333333333333,142,5,14,9.466666666666667,258688232728121913332727808,208535558082775917183107072,0.9933333333333334,98,0.046121835708618164
789,40,0.25,195,5,14,9.75,1309964330100528694886797136566943744,1019899725610728845664963930634584064,0.9949999999999999,420,0.16974520683288574
790,50,0.2,253,4,17,10.12,12194754434516720417111780397628284207322103808,10073195329299708310435893409613486391805607936,0.976,100000,38.34980869293213
791,60,0.16666666666666666,313,3,17,10.433333333333334,82134548394141609343204163125543767359278971825653022720,70964162563760356662162766385006962883695607117382680576,0.9866666666666667,7353,4.000797271728516
792,70,0.14285714285714285,375,1,21,10.714285714285714,3524640438495923383154742626079523462311138186824603865827629858816,2884256747790986841300447895204526907253139976746085378336348962816,0.9857142857142858,743,0.4475994110107422
793,80,0.125,392,5,16,9.8,70094953740120737935808257242452266305345212557904897915558028966035980288,52155698002627469897134743737460991952124412318176138349783457615600156672,1.0,3290,2.05338716506958
794,90,0.1111111111111111,384,2,17,8.533333333333333,90389467871628742480617582881977942624458886136903761428032693450794963304448,66199415771716563968577305420935296366841888342454148872650449080426063462400,0.9866666666666667,1547,1.2616441249847412
795,100,0.1,479,4,17,9.58,4757014995917087946791857456136834395205535940920962111065723519020581344791559780320673792,3800969704246065719177896208829094230941165719961290625411412228221249456644795437269647360,0.994,3692,2.936180353164673
796,110,0.09090909090909091,551,4,17,10.018181818181818,32927000260039526409800153391766832656460995819473410705041810790258002775535506401167417802904873992192,26742719155944570434867927512589603175288099409575131717195476727245555811524109595822870310530152660992,0.9927272727272728,8769,7.582783937454224
797,120,0.08333333333333333,619,5,17,10.316666666666666,1250512726334103304131226405235872755830323384388618225659477019560584190106674764723872538009227298636533843623936,918125236564865621450053680896747536173294016549111255228164761957503613811960323523299893868917826402655647301632,0.9966666666666667,918,1.0132591724395752
798,130,0.07692307692307693,657,4,19,10.107692307692307,464449296424780944240286704457767483601468679857952819193726681604182619383615141841805444971277096902069807347994969767936,373225249866682369419664808042459465167790016698363311852171237325272739570554980505626285631759125158265070629496436031488,0.9969230769230769,29921,26.802063703536987
799,140,0.07142857142857142,666,3,17,9.514285714285714,43304106536740720343821725695301450738530566006248031971256709911392740903181354259934784281959594297374013735714709793444724736,33790066370585879699906053871189956106815451853345895569367341436095502811005718348852740816281498217658100909038517785083248640,0.9971428571428571,6222,7.347639322280884
800,30,0.3333333333333333,142,3,15,9.466666666666667,205112144026636556173312000,154692948917222665132965888,0.9866666666666667,1013,0.3086063861846924
801,40,0.25,178,5,14,8.9,25516062584336109849531968644972544,18188294256656734950131484730589184,0.985,12030,4.368885517120361
802,50,0.2,239,3,16,9.56,333854396691938144396281534569526318958903296,259069422654274685373341678178038730723426304,0.9800000000000001,1241,0.4989306926727295
803,60,0.16666666666666666,300,3,18,10.0,12099394473739906168207197325579836930382665849199656960,9749280905726676184826260365745121477420775049302900736,0.9933333333333334,520,0.24298524856567383
804,70,0.14285714285714285,353,3,18,10.085714285714285,161277785266030704168974008640664548401449959225683113711425814528,131923290036706713900783442955074425855321321687598605928673312768,0.9857142857142858,1967,0.9859781265258789
805,80,0.125,418,5,17,10.45,22438236650635549867599850441531083217163014810521497249545830924434364432384,18534448960089074353325642942585370499877499617205637821321526769108108967936,0.9925,1753,1.4343047142028809
806,90,0.1111111111111111,464,3,16,10.311111111111112,18401877526454928111962360601718314450362119736636272264286179289991511114602713710592,14309832256069349200487043425169237436347718467099101693009738359056563359283765313536,0.9911111111111112,3674,2.9160969257354736
807,100,0.1,481,4,18,9.62,14768433939049579294493445382288205504379175781944622860148250301284534674134830624211468288,12024540063898770566344267133504928722624573687789105366059251495402506176226289511963820032,0.9960000000000001,53297,51.068976163864136
808,110,0.09090909090909091,566,2,18,10.290909090909091,70885933997747174033561884858002833955483643539301896710018725560595018754966872251677314273205456732160,58709355203139284019701184578309522776445829716672871545992430111676826123171503827904994057723794423808,0.990909090909091,1694,1.6130456924438477
809,120,0.08333333333333333,608,3,17,10.133333333333333,72704054484368326138349825947559678430165841104292982533818773046051216686640839495370738173796045111737500827648,60862177819952015915444327748515269412033087270356364039784578682415694030026667065036694974953963985229716652032,0.9933333333333334,1099,1.2967455387115479
810,130,0.07692307692307693,595,2,18,9.153846153846153,102174089589149081591495061385178320415416913994113789089767862936006568376894030398138901117346425900845985343471616,71626411008303726866266596049040026101965738966656158511732287423421926880745577008676181431345325932907786414325760,0.9830769230769232,1766,1.6469380855560303
811,140,0.07142857142857142,693,2,25,9.9,7197904584278277880712528308645205354033326666359166598534723943000494475484933674145646604447770082133059647827727590925338148864,5821750464490912203591311807980886293505155963666520268939418833278816181268724701590572114229716470324046963384448593109427683328,0.9914285714285714,4540,5.0029542446136475
812,30,0.3333333333333333,141,4,16,9.4,126046815490720366778646528,99773925064425306954137600,0.9800000000000001,100000,22.40781569480896
813,40,0.25,196,4,15,9.8,863504869266669940948989249408991232,690542940038897413995009681653760000,0.97,11983,3.9882161617279053
814,50,0.2,240,3,16,9.6,1037370419265710113695346074697874773595127808,849750859812478796021302890410951629237911552,0.9800000000000001,3671,1.3583025932312012
815,60,0.16666666666666666,268,2,15,8.933333333333334,13028707414727179801323747179732625478532965943214080,10212757716245468902526012507478622696021944692637696,0.9833333333333332,694,0.35594606399536133
816,70,0.14285714285714285,370,5,18,10.571428571428571,5557941490897853852999793529241738057794045912953377595467107401728,4417861598073859780723503147587307842771967204711817924150080569344,0.9914285714285714,39,0.041234731674194336
817,80,0.125,415,3,18,10.375,3628208367363315963888220516787849419963917112429491568682165404531521748992,2708559687089209243983414119767144347953472325653459190612951897080319705088,0.9925,19174,13.596092700958252
818,90,0.1111111111111111,427,3,21,9.488888888888889,909230022679123665986054652284428612332638069791210774316697598117466072135237632,754458288341170961494474814289191042367823445940153327862228602305568941732265984,0.9844444444444445,5393,4.215513706207275
819,100,0.1,494,3,16,9.88,116745985101113941745172975942607945851412657479260825455182085553876274624509271556862509056,92385574876267850817752841147578726396532842852141483146818591147991050382631731060900102144,0.9879999999999999,254,0.21558785438537598
820,110,0.09090909090909091,554,2,18,10.072727272727272,7505218685470941247636187756830309317182727520214414188949649233893317643399241035522523227812375035904,6430062385626296164219437295132998488823044823120616469860602695985609260322050354599275894118650216448,0.990909090909091,1424,1.2348222732543945
821,120,0.08333333333333333,609,2,19,10.15,201170968870487767996515999605341342239720418843390987725844154141398900075447818377759860404603327952812546981888,160001275080402934031296387567358869964381316843100929570276740399836128264981313997490914214261493493374855938048,0.9816666666666667,23313,20.697723865509033
822,130,0.07692307692307693,617,2,17,9.492307692307692,10857020930408413831708293300513853757821609509650492151617155372194401740522442511843597146588777872952382462569218048,7603329708139120776927530398136547242631134425936402664502653050347053592576245396771694229143474077211140285108584448,0.9861538461538462,7678,7.526907682418823
823,140,0.07142857142857142,719,3,19,10.271428571428572,4319798774365021696189327463613184154987735158074699374690918447601216451281817457251954964850208013709238682343817333024023115726848,3637023478417611177118591319083785955437548261396791247856470042304597351647645388328519622883768254622935980859499358500351268356096,0.99,4435,5.076622724533081
824,30,0.3333333333333333,137,5,14,9.133333333333333,49352232660969844696416256,33066075768314269131603968,0.9800000000000001,900,0.2689826488494873
825,40,0.25,184,1,17,9.2,19618693770172233786252726059925504,15506226882592463662557389394018304,0.9800000000000001,582,0.23044657707214355
826,50,0.2,250,5,23,10.0,5920787107985970165178275171085985885489987584,4287350560570158324901907497000060367929344000,0.9800000000000001,6140,2.9621798992156982
827,60,0.16666666666666666,292,3,18,9.733333333333333,1524334642261187614984821092762242621882465157596053504,1280224687098580637504257365509108164827494051802513408,0.9733333333333333,793,0.49317073822021484
828,70,0.14285714285714285,359,4,17,10.257142857142858,664234942132547810510775527584018493070678420448956137685498462208,557688661673819029693687933715729395324840010520530732547468951552,0.9942857142857143,505,0.36827874183654785
829,80,0.125,392,4,19,9.8,32050957946344966181332723487457240476374115576845848340475875191188094976,26029315864808422747808530704715306717392681782708625497656845640700788736,0.9824999999999999,5195,2.9968063831329346
830,90,0.1111111111111111,452,3,20,10.044444444444444,1602675827170098475655761505654770936092632423936590534689663634615515349181582540800,1290248622030172441158482640768638634438390778458599841793041903286534161487831760896,0.9933333333333334,25361,19.017301082611084
831,100,0.1,492,3,16,9.84,297159841962577854068525276953383769107784829320817734047508402788051922152222364403165560832,250504733448932832262432331787492991325002735658779256445283864581520064989597791394293874688,0.992,4586,4.083376407623291
832,110,0.09090909090909091,532,3,19,9.672727272727272,66712115524645970258855349885750212455912798900746916483285037555118045208862114306290531151095267328,50239862584315913219637998160649864376566226897693275478434587947902298125377613083304135536697933824,0.990909090909091,81,0.10040974617004395
833,120,0.08333333333333333,590,3,18,9.833333333333334,613900232475074121930677703612923709304492802749291450762197347536589782111304804410834037592606662965174730752,491743473481900058904845429290407705158309246340931134433057800027145903120818295358593751136633707464524562432,0.9916666666666668,2176,1.8003394603729248
834,130,0.07692307692307693,667,4,20,10.261538461538462,1512329779223416694685856068696027039284038930034720036145272685294713507998041894394112699513227967947706021285723522465792,1282883868326436399154047677620868975051056309807583717811457077155061104157227377815503709342344597823131024799892491993088,0.9907692307692308,3322,3.8861045837402344
835,140,0.07142857142857142,711,3,18,10.157142857142857,3871618009197393432063556586631100987334100452083832643253030174799326563534952106156500893203020427782483797476627367328545251524608,3253057165555874254822920271476901386177352187435407857983815062544804747933759101075453440504731670558100712471703489534964296318976,0.9942857142857143,44501,47.6111044883728
